Mapped_GCK,Sales_EUR,date
#16,0.0,2020-12-20
#6,0.0,2020-12-09
#4,0.0,2020-12-17
#4,0.0,2020-12-09
#4,0.0,2020-12-22
#4,0.0,2020-12-04
#4,0.0,2020-12-29
#4,0.0,2020-12-01
#12,0.0,2020-12-29
#16,0.0,2020-09-14
#16,0.0,2020-09-21
#36,4005.91,2020-08-24
#11,0.0,2020-08-24
#11,0.0,2020-08-13
#6,0.0,2020-08-05
#6,5495.35,2020-08-24
#4,0.0,2020-08-06
#5,0.0,2020-08-18
#3,0.0,2020-08-04
#3,0.0,2020-08-08
#1,0.0,2019-03-18
#13,0.0,2020-08-12
#12,0.0,2020-08-17
#14,0.0,2020-08-11
#20,823.0,2020-08-27
#8,72743.69,2020-08-24
#8,0.0,2020-08-28
#36,1501.16,2020-08-21
#20,0.0,2019-09-11
#36,0.0,2019-09-10
#11,0.0,2019-09-05
#36,3574.46,2019-02-26
#11,0.0,2019-02-11
#11,0.0,2019-02-27
#6,0.0,2019-02-04
#4,234908.51,2019-02-26
#4,0.0,2019-02-06
#4,0.0,2019-02-11
#4,-4873.81,2019-03-01
#4,0.0,2019-02-27
#3,0.0,2019-02-03
#16,0.0,2018-11-06
#16,26164.22,2018-11-09
#11,0.0,2018-11-15
#11,0.0,2018-11-14
#6,0.0,2018-11-01
#4,0.0,2018-11-07
#4,0.0,2018-11-15
#4,64184.5,2018-11-16
#1,0.0,2019-03-19
#1,0.0,2019-03-20
#1,0.0,2019-03-21
#1,1465984.8,2019-03-22
#1,0.0,2019-03-23
#1,0.0,2019-03-25
#12,0.0,2018-10-17
#12,0.0,2018-10-24
#1,-49.39,2019-03-26
#12,0.0,2018-10-25
#8,253030.63,2018-10-24
#13,0.0,2018-10-19
#9,0.0,2018-10-09
#12,0.0,2018-10-30
#11,0.0,2020-12-10
#16,0.0,2019-09-24
#12,0.0,2021-12-06
#5,635161.31,2021-07-30
#11,6500.0,2021-07-30
#11,0.0,2021-08-03
#11,558322.0,2021-07-09
#11,0.0,2021-07-08
#16,0.0,2021-07-06
#6,0.0,2021-07-06
#6,0.0,2021-07-13
#6,0.0,2021-07-01
#4,0.0,2021-07-27
#4,31655.7,2021-07-30
#4,60430.68,2021-07-09
#4,216816.35,2021-07-31
#5,0.0,2021-07-29
#5,0.0,2021-07-12
#5,0.0,2021-07-19
#3,0.0,2021-07-29
#3,0.0,2021-07-22
#8,50770.64,2021-07-16
#1,627692.1,2019-03-27
#12,0.0,2021-07-26
#1,0.0,2019-03-28
#12,10435.24,2021-08-01
#12,0.0,2021-07-13
#8,0.0,2021-07-14
#8,292454.13,2021-07-09
#36,0.0,2021-07-14
#36,0.0,2021-07-26
#16,7389.2,2020-11-13
#16,0.0,2020-11-16
#16,4222.4,2020-11-05
#16,2095.4,2020-11-25
#16,118480.0,2020-11-09
#5,139430.47,2020-11-30
#11,246480.0,2020-11-30
#11,0.0,2020-11-11
#16,0.0,2020-11-11
#16,0.0,2020-11-14
#6,0.0,2020-11-09
#6,48712.7,2020-11-20
#6,0.0,2020-11-18
#6,0.0,2020-11-16
#4,0.0,2020-11-18
#4,0.0,2020-11-16
#4,56402.87,2020-11-26
#4,0.0,2020-11-19
#4,0.0,2020-11-17
#5,0.0,2020-11-11
#5,0.0,2020-11-24
#3,2874880.81,2020-11-20
#3,0.0,2020-11-27
#3,0.0,2020-11-18
#8,326411.77,2020-11-20
#12,0.0,2020-11-11
#1,775530.48,2019-03-29
#12,0.0,2020-11-23
#9,2429.8,2020-11-30
#12,0.0,2020-11-12
#12,0.0,2020-11-10
#13,8492.88,2020-11-13
#8,0.0,2020-11-11
#8,326411.77,2020-11-30
#8,0.0,2020-11-05
#8,0.0,2020-11-17
#8,0.0,2020-11-06
#20,0.0,2020-03-02
#3,0.0,2020-03-07
#3,0.0,2020-03-22
#1,0.0,2019-03-30
#1,36991496.09,2019-04-01
#1,-40297.54,2019-04-02
#13,7524.0,2020-03-13
#13,12981.14,2020-03-31
#12,0.0,2020-03-30
#12,0.0,2020-03-03
#9,1615.0,2020-03-31
#12,0.0,2020-03-25
#13,0.0,2020-03-05
#8,0.0,2020-03-12
#36,20095.04,2020-03-31
#36,0.0,2020-04-02
#36,0.0,2020-03-18
#20,98.0,2020-07-29
#16,125108.0,2020-07-31
#5,744873.14,2020-07-17
#6,43228.74,2020-07-10
#6,0.0,2020-07-27
#4,126567.65,2020-07-31
#4,56575.2,2020-07-17
#4,0.0,2020-07-15
#5,0.0,2020-07-30
#3,0.0,2020-07-27
#5,0.0,2020-07-22
#8,58508.32,2020-07-17
#3,2240650.14,2020-07-24
#3,0.0,2020-07-23
#5,0.0,2020-07-09
#5,0.0,2020-07-20
#1,0.0,2019-04-03
#1,0.0,2019-04-04
#9,0.0,2020-07-06
#12,0.0,2020-07-07
#1,0.0,2019-04-05
#12,36571.2,2020-07-24
#20,0.0,2020-07-23
#13,955.3,2020-07-29
#14,0.0,2020-07-29
#8,0.0,2020-07-16
#16,0.0,2020-05-26
#11,16520.0,2020-05-29
#11,688887.0,2020-05-27
#6,0.0,2020-05-12
#5,0.0,2020-05-28
#5,0.0,2020-05-19
#5,0.0,2020-05-02
#3,0.0,2020-05-18
#1,0.0,2019-04-06
#20,0.0,2020-05-05
#3,0.0,2020-05-16
#1,0.0,2019-04-08
#1,0.0,2019-04-09
#12,47367.29,2020-05-22
#12,0.0,2020-05-26
#13,0.0,2020-05-11
#6,0.0,2020-05-13
#8,0.0,2020-05-28
#8,0.0,2020-05-20
#16,2248.32,2019-08-29
#16,0.0,2019-08-15
#11,16320.0,2019-08-28
#11,2429072.37,2019-08-09
#6,201091.6,2020-05-15
#3,0.0,2020-05-02
#6,232130.22,2019-06-28
#6,0.0,2019-06-25
#6,0.0,2019-06-04
#6,5264.5,2019-06-14
#4,0.0,2019-06-24
#4,0.0,2019-06-12
#4,0.0,2019-06-07
#4,0.0,2019-06-04
#5,0.0,2019-06-12
#3,0.0,2019-06-05
#5,1294118.08,2019-06-10
#3,2964526.33,2019-06-20
#3,1686127.15,2019-06-28
#1,0.0,2019-04-10
#1,0.0,2019-04-11
#1,981306.85,2019-04-12
#20,232.75,2019-06-10
#9,0.0,2019-06-27
#8,0.0,2019-06-13
#8,0.0,2019-06-04
#16,97650.0,2019-05-14
#16,16969.8,2019-05-20
#5,2987468.19,2019-05-28
#5,129611.85,2019-05-31
#11,0.0,2019-05-16
#6,0.0,2019-05-22
#6,0.0,2019-05-14
#6,0.0,2019-05-06
#8,0.0,2019-05-29
#6,0.0,2019-05-13
#4,0.0,2019-05-07
#4,0.0,2019-05-13
#5,0.0,2019-05-08
#3,1843103.94,2019-05-10
#13,0.0,2019-05-27
#3,0.0,2019-05-14
#3,0.0,2019-05-27
#3,0.0,2019-05-30
#1,0.0,2019-04-13
#1,0.0,2019-04-15
#1,0.0,2019-04-16
#1,0.0,2019-04-17
#9,0.0,2019-05-24
#12,0.0,2019-05-17
#12,0.0,2019-05-20
#9,2974.33,2019-05-31
#1,0.0,2019-04-18
#13,0.0,2019-05-10
#9,2974.33,2019-05-28
#13,0.0,2019-05-16
#14,0.0,2019-05-15
#8,0.0,2019-05-15
#36,0.0,2019-05-07
#16,76986.52,2019-03-28
#16,89038.08,2019-03-27
#5,1868416.37,2019-03-29
#20,0.0,2019-03-02
#11,0.0,2019-03-19
#16,0.0,2019-03-10
#6,227886.31,2019-03-29
#5,5012198.42,2019-03-22
#4,163181.89,2019-03-22
#5,0.0,2019-03-26
#5,0.0,2019-03-13
#5,0.0,2019-03-25
#3,-4330.8,2019-03-11
#3,0.0,2019-03-25
#1,0.0,2019-04-19
#1,0.0,2019-04-20
#9,0.0,2019-03-25
#12,0.0,2019-03-26
#12,0.0,2019-03-04
#9,5949.94,2019-03-29
#12,0.0,2019-03-14
#20,0.0,2019-03-12
#8,0.0,2019-03-28
#8,0.0,2019-03-13
#36,0.0,2019-03-26
#11,0.0,2019-09-02
#6,0.0,2019-08-13
#6,0.0,2019-08-07
#5,0.0,2019-08-05
#3,0.0,2019-08-22
#3,0.0,2019-08-19
#3,0.0,2019-08-21
#3,0.0,2019-08-27
#1,0.0,2019-04-22
#12,0.0,2019-08-19
#1,617378.73,2019-04-23
#12,0.0,2019-08-29
#12,0.0,2019-08-26
#13,0.0,2019-08-01
#20,284.4,2019-08-23
#13,0.0,2019-08-30
#14,0.0,2019-08-13
#14,0.0,2019-08-16
#8,0.0,2019-08-29
#8,0.0,2019-08-15
#6,0.0,2019-08-20
#36,0.0,2019-08-05
#1,0.0,2019-04-24
#1,0.0,2019-04-25
#1,584542.06,2019-04-26
#1,0.0,2019-04-27
#1,0.0,2019-04-29
#1,123419.35,2019-04-30
#1,0.0,2019-05-01
#1,34241222.38,2019-05-02
#1,-65903.14,2019-05-03
#1,0.0,2019-05-04
#1,0.0,2019-05-05
#1,0.0,2019-05-06
#1,0.0,2019-05-07
#1,0.0,2019-05-08
#1,0.0,2019-05-09
#1,584227.81,2019-05-10
#1,0.0,2019-05-11
#1,0.0,2019-05-13
#1,0.0,2019-05-14
#1,0.0,2019-05-15
#1,0.0,2019-05-16
#3,1786755.0,2022-04-29
#12,1034.0,2022-04-01
#5,-15.66,2022-04-04
#3,993469.06,2022-01-24
#4,0.0,2022-01-11
#4,0.0,2022-01-28
#1,1419112.76,2019-05-17
#13,0.0,2022-01-11
#1,0.0,2019-05-18
#5,6780279.74,2022-04-27
#12,31010.0,2022-04-29
#1,0.0,2019-05-20
#8,430877.77,2022-04-27
#12,0.0,2022-04-28
#11,42007.25,2022-01-24
#11,0.0,2022-01-10
#16,8285.0,2022-01-06
#3,2808938.75,2022-01-27
#6,0.0,2022-01-03
#6,14795.1,2022-01-27
#4,28832.67,2022-01-21
#5,0.0,2022-01-28
#5,250029.94,2022-01-14
#3,0.0,2022-01-20
#1,0.0,2019-05-21
#1,0.0,2019-05-22
#9,0.0,2022-01-11
#1,1304096.64,2019-05-23
#8,0.0,2022-01-26
#8,0.0,2022-04-25
#6,0.0,2022-01-25
#1,0.0,2019-05-24
#14,0.0,2022-01-04
#1,0.0,2019-05-25
#1,0.0,2019-05-27
#16,0.0,2022-04-26
#16,1075.85,2022-04-12
#11,0.0,2022-04-25
#11,335005.0,2022-04-08
#4,0.0,2022-04-19
#4,27925.71,2022-04-29
#4,0.0,2022-04-13
#36,15912.0,2022-04-15
#5,962439.55,2021-12-17
#5,0.0,2021-12-09
#5,0.0,2021-12-06
#8,0.0,2021-12-21
#1,910850.22,2019-05-28
#1,0.0,2019-05-29
#1,0.0,2019-05-30
#1,129611.85,2019-05-31
#1,0.0,2019-06-01
#8,0.0,2021-12-16
#14,0.0,2021-12-16
#12,66025.0,2021-12-22
#9,0.0,2021-12-14
#14,0.0,2021-12-06
#20,156.0,2021-12-30
#9,0.0,2021-12-21
#8,0.0,2021-12-09
#8,0.0,2021-12-03
#12,0.0,2021-12-27
#12,0.0,2021-12-08
#36,0.0,2021-12-13
#1,34709584.13,2019-06-03
#16,25785.48,2022-03-04
#1,-90035.31,2019-06-04
#1,0.0,2019-06-05
#1,0.0,2019-06-06
#1,0.0,2019-06-07
#1,0.0,2019-06-08
#1,246085.59,2019-06-10
#1,0.0,2019-06-11
#1,0.0,2019-06-12
#1,0.0,2019-06-13
#12,0.0,2022-03-30
#12,0.0,2022-03-25
#11,11320.0,2022-03-24
#11,1371746.6,2022-03-29
#11,0.0,2022-03-23
#5,154062.7,2022-03-18
#3,3220349.77,2022-03-24
#6,142570.0,2022-03-31
#4,0.0,2022-03-23
#4,0.0,2022-03-30
#4,0.0,2022-03-21
#5,0.0,2022-03-30
#5,0.0,2022-03-14
#3,0.0,2022-03-08
#8,121961.37,2022-03-11
#1,641951.4,2019-06-14
#12,0.0,2022-03-10
#14,-90.0,2022-04-04
#12,0.0,2022-03-28
#36,0.0,2022-03-14
#12,-1013.4,2022-03-02
#11,0.0,2022-03-17
#4,0.0,2022-03-17
#3,0.0,2022-03-02
#11,0.0,2021-05-22
#16,145.0,2021-05-10
#6,0.0,2021-06-02
#6,426560.3,2021-05-13
#6,23261.0,2021-05-24
#4,0.0,2021-05-28
#4,126622.51,2021-05-21
#5,0.0,2021-05-06
#3,3257146.05,2021-05-13
#3,-2587.6,2021-06-02
#3,0.0,2021-05-19
#3,0.0,2021-05-04
#5,0.0,2021-05-14
#3,0.0,2021-05-29
#1,0.0,2019-06-15
#12,0.0,2021-05-17
#13,0.0,2021-05-28
#6,0.0,2021-05-25
#6,0.0,2021-05-10
#8,-46.2,2021-05-03
#8,0.0,2021-05-20
#5,0.0,2021-05-22
#1,0.0,2019-06-17
#3,-3888.0,2021-05-03
#1,0.0,2019-06-18
#16,0.0,2020-12-04
#16,36864.8,2020-12-18
#36,1465.92,2020-12-18
#11,0.0,2020-12-23
#11,331064.23,2020-12-28
#11,0.0,2020-12-09
#16,0.0,2020-12-01
#6,0.0,2020-12-15
#6,0.0,2020-12-08
#4,0.0,2020-12-07
#5,0.0,2021-01-07
#5,0.0,2020-12-08
#4,58345.05,2020-12-11
#3,0.0,2020-12-08
#1,0.0,2019-06-19
#3,-2478.4,2020-12-23
#3,292824.34,2020-12-30
#3,0.0,2020-12-24
#3,0.0,2020-12-19
#1,1301472.29,2019-06-20
#3,0.0,2020-12-20
#3,0.0,2020-12-05
#1,347446.82,2019-06-21
#1,0.0,2019-06-22
#1,0.0,2019-06-23
#1,0.0,2019-06-24
#13,0.0,2020-12-13
#12,0.0,2020-12-07
#13,0.0,2020-12-07
#13,25079.6,2020-12-11
#14,0.0,2020-12-17
#1,0.0,2019-06-25
#36,1353.32,2020-12-28
#14,2428.45,2020-12-28
#20,496.0,2020-12-30
#16,0.0,2020-09-01
#16,10738.67,2020-09-10
#16,0.0,2020-09-08
#16,34915.4,2020-09-07
#5,6384846.77,2020-08-27
#5,0.0,2020-08-12
#11,0.0,2020-08-04
#11,0.0,2020-08-26
#5,0.0,2020-08-15
#6,117290.65,2020-08-14
#6,0.0,2020-08-10
#6,0.0,2020-08-11
#4,0.0,2020-08-07
#4,0.0,2020-08-11
#3,2306143.46,2020-08-21
#3,0.0,2020-08-19
#3,-280.9,2020-09-02
#3,0.0,2020-08-17
#3,0.0,2020-08-07
#1,924445.12,2019-06-26
#1,0.0,2019-06-27
#1,1025800.19,2019-06-28
#12,0.0,2020-08-19
#13,15326.26,2020-08-14
#13,0.0,2020-08-20
#12,0.0,2020-08-06
#12,0.0,2020-08-28
#13,3600.0,2020-08-21
#8,0.0,2020-08-10
#16,0.0,2019-07-09
#16,17443.09,2019-07-26
#16,0.0,2019-08-01
#16,226.2,2019-07-10
#16,166.0,2019-09-04
#16,58252.48,2019-09-12
#16,302748.12,2019-09-30
#16,129284.0,2019-09-13
#36,0.0,2019-09-11
#5,0.0,2019-09-25
#11,38940.0,2019-09-13
#16,664.0,2019-02-21
#5,231194.51,2019-02-21
#36,3820.67,2019-02-21
#11,0.0,2019-02-06
#6,0.0,2019-02-25
#6,0.0,2019-02-05
#6,278732.26,2019-02-28
#4,1430.96,2019-02-08
#4,0.0,2019-02-19
#4,0.0,2019-02-04
#4,0.0,2019-02-20
#4,0.0,2019-02-01
#3,3017343.62,2019-02-26
#3,0.0,2019-02-05
#3,0.0,2019-02-12
#3,0.0,2019-02-04
#16,256401.0,2018-11-30
#16,243840.0,2018-11-27
#16,256401.0,2018-11-02
#5,0.0,2018-11-06
#6,0.0,2018-11-19
#4,82837.83,2018-11-09
#4,0.0,2018-11-27
#4,0.0,2018-11-19
#4,0.0,2018-11-06
#5,0.0,2018-11-22
#3,0.0,2018-11-08
#5,0.0,2018-11-17
#3,0.0,2018-10-10
#5,1660163.03,2018-10-31
#5,0.0,2018-10-30
#5,0.0,2018-10-01
#5,0.0,2018-10-11
#1,0.0,2019-06-29
#12,0.0,2018-10-01
#12,0.0,2018-10-11
#20,348.0,2018-10-24
#12,0.0,2018-10-22
#20,0.0,2020-12-15
#20,88.2,2020-12-18
#3,0.0,2020-08-28
#1,128018.315,2019-06-30
#16,0.0,2019-09-16
#20,337.17,2019-09-30
#16,102024.2,2019-02-28
#16,12561.0,2018-11-12
#11,0.0,2018-11-26
#4,-6620.69,2018-12-04
#1,34644127.54,2019-07-01
#36,0.0,2022-02-23
#11,0.0,2022-02-04
#11,0.0,2022-02-16
#16,0.0,2022-02-15
#6,42128.72,2022-02-11
#6,6480.0,2022-02-24
#4,104457.2,2022-02-11
#4,0.0,2022-02-09
#4,0.0,2022-02-14
#5,0.0,2022-02-22
#5,0.0,2022-02-10
#5,0.0,2022-02-08
#13,0.0,2022-02-25
#13,0.0,2022-02-08
#13,2021.25,2022-02-24
#12,0.0,2022-02-25
#9,0.0,2022-02-01
#8,0.0,2022-02-09
#8,0.0,2022-02-25
#12,0.0,2022-02-09
#12,27490.0,2022-02-21
#36,1174.0,2022-02-18
#12,0.0,2022-02-16
#36,0.0,2022-02-25
#12,0.0,2022-02-08
#8,0.0,2022-02-23
#16,0.0,2022-01-03
#1,-99659.26,2019-07-02
#9,0.0,2021-12-20
#11,0.0,2021-12-09
#6,0.0,2021-12-15
#4,0.0,2021-12-15
#4,0.0,2021-12-21
#16,0.0,2021-07-29
#16,32268.58,2021-07-27
#16,0.0,2021-04-08
#16,0.0,2021-04-28
#5,123419.35,2021-04-30
#11,182696.25,2021-04-23
#16,49402.0,2021-04-23
#6,0.0,2021-04-20
#4,0.0,2021-04-13
#4,123998.93,2021-04-23
#5,0.0,2021-04-21
#3,0.0,2021-04-15
#3,0.0,2021-04-27
#3,0.0,2021-04-14
#1,0.0,2019-07-03
#12,0.0,2021-04-14
#20,0.0,2021-04-07
#16,0.0,2021-08-05
#5,11471691.08,2021-08-27
#5,0.0,2021-08-11
#11,0.0,2021-08-06
#6,52848.13,2021-08-20
#6,131802.64,2021-08-13
#4,0.0,2021-08-09
#4,0.0,2021-08-05
#4,0.0,2021-08-11
#5,0.0,2021-08-06
#5,0.0,2021-08-16
#3,0.0,2021-08-05
#1,0.0,2019-07-04
#12,112060.64,2021-08-13
#13,690.0,2021-08-24
#12,0.0,2021-08-04
#8,316093.92,2021-08-20
#14,0.0,2021-08-09
#14,-57.9,2021-09-01
#9,0.0,2021-08-03
#14,0.0,2021-08-18
#12,0.0,2021-08-21
#9,0.0,2021-08-13
#8,0.0,2021-08-09
#8,4752.6,2021-09-01
#16,0.0,2022-02-02
#16,43563.28,2022-02-28
#16,53643.85,2022-01-31
#1,0.0,2019-07-05
#1,0.0,2019-07-06
#1,0.0,2019-07-08
#1,0.0,2019-07-09
#1,0.0,2019-07-10
#1,0.0,2019-07-11
#1,831551.1,2019-07-12
#1,0.0,2019-07-13
#16,129451.0,2021-09-30
#16,39061.24,2021-09-13
#16,3685.0,2021-09-24
#11,0.0,2021-09-25
#16,0.0,2021-10-06
#6,0.0,2021-09-06
#36,2345.01,2021-09-17
#4,117832.26,2021-09-13
#4,0.0,2021-09-06
#5,0.0,2021-09-09
#5,0.0,2021-09-18
#5,-186120.97,2021-10-01
#3,0.0,2021-09-03
#3,0.0,2021-09-25
#1,0.0,2019-07-15
#1,0.0,2019-07-16
#12,0.0,2021-09-14
#13,0.0,2021-09-20
#12,830.0,2021-09-13
#12,0.0,2021-09-10
#12,0.0,2021-09-19
#13,18269.44,2021-09-13
#1,0.0,2019-07-17
#12,0.0,2021-04-06
#20,6830.0,2021-04-16
#12,0.0,2021-04-27
#20,0.0,2021-04-27
#20,0.0,2021-04-14
#8,0.0,2021-04-07
#36,0.0,2021-04-01
#16,0.0,2020-03-05
#16,0.0,2020-03-30
#16,0.0,2020-03-25
#5,867450.22,2020-03-13
#11,0.0,2020-03-09
#11,0.0,2020-03-25
#16,0.0,2020-04-03
#6,0.0,2020-03-21
#6,260761.5,2020-03-27
#6,0.0,2020-04-07
#6,0.0,2020-03-19
#4,0.0,2020-03-16
#5,0.0,2020-03-05
#3,0.0,2020-03-11
#5,0.0,2020-03-30
#3,0.0,2020-03-10
#3,0.0,2020-03-04
#5,99419.7,2020-02-28
#11,0.0,2020-02-18
#16,0.0,2020-02-10
#3,2497436.26,2020-02-28
#6,0.0,2020-02-06
#4,0.0,2020-02-18
#5,0.0,2020-02-13
#5,0.0,2020-02-06
#5,0.0,2020-02-12
#1,0.0,2019-07-18
#1,731740.56,2019-07-19
#20,0.0,2020-02-06
#1,0.0,2019-07-20
#1,0.0,2019-07-22
#12,0.0,2020-02-12
#1,0.0,2019-07-23
#8,0.0,2020-02-13
#8,0.0,2020-02-20
#16,3753.0,2019-04-29
#6,0.0,2019-04-18
#6,0.0,2019-04-05
#5,0.0,2019-05-04
#5,0.0,2019-04-03
#5,0.0,2019-04-15
#5,-223152.32,2019-04-01
#1,121067.54,2019-07-24
#1,0.0,2019-07-25
#14,0.0,2019-04-11
#12,0.0,2019-04-29
#6,0.0,2021-09-22
#16,19332.6,2020-03-20
#16,16600.0,2020-03-18
#11,0.0,2020-04-02
#4,0.0,2020-03-26
#11,0.0,2020-02-10
#4,0.0,2020-02-19
#4,0.0,2020-02-17
#5,-16363.13,2020-02-04
#16,8128.0,2019-04-24
#4,-2037.18,2019-04-02
#4,0.0,2019-04-01
#8,152467.02,2019-04-12
#8,0.0,2019-05-02
#16,77599.32,2021-03-01
#16,0.0,2021-03-09
#16,0.0,2021-03-15
#16,0.0,2021-03-23
#5,132513.0,2021-03-31
#11,0.0,2021-03-24
#11,0.0,2021-03-22
#11,0.0,2021-03-04
#6,134296.78,2021-03-19
#6,17843.02,2021-03-25
#6,0.0,2021-03-08
#6,0.0,2021-03-03
#4,0.0,2021-03-05
#4,0.0,2021-03-24
#4,0.0,2021-03-09
#4,0.0,2021-03-23
#4,0.0,2021-03-15
#5,0.0,2021-03-17
#3,0.0,2021-03-18
#3,0.0,2021-03-02
#3,0.0,2021-03-06
#1,0.0,2019-07-26
#1,0.0,2019-07-27
#12,55440.0,2021-03-19
#12,0.0,2021-03-11
#12,0.0,2021-03-22
#16,30294.57,2021-06-24
#16,0.0,2021-06-15
#5,5084295.3,2021-06-28
#5,-1818.39,2021-07-02
#36,0.0,2021-06-09
#11,0.0,2021-06-01
#16,94960.38,2021-06-30
#6,64128.7,2021-06-28
#4,0.0,2021-06-22
#3,1410169.07,2021-06-11
#9,0.0,2021-06-16
#13,1835.0,2021-06-23
#20,429.0,2021-06-11
#9,3500.0,2021-06-30
#20,0.0,2021-06-18
#13,0.0,2021-06-14
#13,0.0,2021-06-24
#13,1800.0,2021-06-11
#8,0.0,2021-06-13
#6,0.0,2021-06-08
#36,0.0,2018-10-22
#11,0.0,2018-10-08
#11,681212.5,2018-10-29
#11,0.0,2018-10-30
#16,0.0,2018-10-02
#4,0.0,2018-10-09
#4,0.0,2018-10-01
#5,0.0,2018-10-05
#12,0.0,2022-01-19
#8,0.0,2022-01-06
#12,0.0,2022-01-20
#36,4732.39,2022-01-27
#1,450123.01,2019-07-29
#1,0.0,2019-07-30
#16,70035.29,2021-10-28
#16,0.0,2021-10-15
#1,125837.825,2019-07-31
#1,34031494.07,2019-08-01
#1,-134244.79,2019-08-02
#36,674.0,2021-10-29
#11,0.0,2021-11-02
#11,0.0,2021-10-25
#11,0.0,2021-10-05
#11,0.0,2021-10-20
#6,0.0,2021-10-06
#4,12545.75,2021-11-02
#4,0.0,2021-10-05
#4,0.0,2021-10-25
#5,0.0,2021-10-27
#3,0.0,2021-10-13
#3,0.0,2021-10-26
#13,30506.15,2021-10-29
#13,0.0,2021-10-20
#12,0.0,2021-10-06
#13,0.0,2021-10-21
#20,151.49,2021-10-29
#13,0.0,2021-10-13
#13,0.0,2021-10-11
#9,0.0,2021-10-28
#12,0.0,2021-10-18
#13,0.0,2021-10-01
#9,950.0,2021-10-29
#8,356322.55,2021-10-29
#8,0.0,2021-10-25
#8,0.0,2021-10-01
#8,0.0,2021-11-03
#13,0.0,2021-03-26
#9,0.0,2021-03-08
#8,0.0,2021-03-26
#8,0.0,2021-03-11
#8,0.0,2021-03-15
#36,0.0,2021-03-04
#16,73455.02,2020-10-22
#5,0.0,2020-10-12
#5,-76.75,2020-11-02
#11,0.0,2020-10-14
#16,0.0,2020-10-27
#5,0.0,2020-10-10
#6,0.0,2020-12-06
#6,0.0,2020-10-23
#6,0.0,2020-10-14
#6,0.0,2020-10-20
#6,0.0,2020-11-02
#6,0.0,2020-10-16
#4,-84.03,2020-11-03
#4,0.0,2020-10-21
#4,0.0,2020-10-15
#5,0.0,2020-12-06
#5,0.0,2020-10-07
#5,0.0,2020-10-22
#3,-5043.76,2020-10-06
#3,0.0,2020-10-13
#3,0.0,2020-10-16
#3,0.0,2020-10-05
#3,0.0,2020-10-20
#3,0.0,2020-10-15
#20,0.0,2020-10-19
#1,0.0,2019-08-03
#1,0.0,2019-08-05
#12,0.0,2020-10-14
#13,0.0,2020-10-06
#12,0.0,2020-10-23
#8,0.0,2020-10-15
#8,49621.93,2020-10-30
#8,0.0,2020-10-24
#5,70765.28,2021-02-19
#36,1154.81,2021-02-26
#16,0.0,2021-02-08
#5,2193615.63,2021-02-12
#6,0.0,2021-02-03
#3,0.0,2021-02-25
#5,0.0,2021-02-09
#3,0.0,2021-02-08
#5,-1236.91,2021-02-03
#3,0.0,2021-02-20
#20,0.0,2021-02-22
#9,0.0,2021-02-23
#1,0.0,2019-08-06
#1,0.0,2019-08-07
#1,0.0,2019-08-08
#1,482594.51,2019-08-09
#12,0.0,2021-02-02
#12,33133.38,2021-02-19
#36,0.0,2021-02-02
#14,0.0,2021-02-25
#8,0.0,2021-02-09
#8,144545.09,2021-02-12
#8,0.0,2021-02-21
#36,0.0,2021-02-22
#16,0.0,2019-06-17
#16,0.0,2019-06-03
#9,0.0,2019-06-01
#9,4460.01,2019-06-10
#8,156924.37,2019-06-14
#11,0.0,2019-06-24
#11,0.0,2019-06-19
#11,0.0,2019-07-01
#11,0.0,2019-06-10
#11,0.0,2019-06-06
#5,894963.54,2019-06-20
#6,0.0,2019-06-10
#5,-44725.2,2019-07-02
#5,0.0,2019-06-11
#3,1071397.99,2019-06-14
#3,0.0,2019-06-06
#3,0.0,2019-06-24
#3,0.0,2019-06-25
#3,1478363.55,2019-06-10
#20,0.0,2019-07-03
#12,0.0,2019-06-26
#9,0.0,2019-06-14
#12,0.0,2022-01-12
#12,0.0,2021-02-15
#8,226615.3,2021-02-26
#36,0.0,2019-06-11
#1,0.0,2019-08-10
#1,0.0,2019-08-11
#16,2232.0,2020-01-27
#11,0.0,2019-07-23
#11,0.0,2019-07-22
#11,0.0,2019-07-15
#11,0.0,2019-07-18
#16,0.0,2019-08-02
#16,0.0,2019-07-03
#6,0.0,2019-07-16
#6,0.0,2019-07-23
#4,0.0,2019-07-25
#4,0.0,2019-07-10
#3,0.0,2019-08-05
#20,577.6,2019-07-19
#1,0.0,2019-08-12
#1,0.0,2019-08-13
#1,0.0,2019-08-14
#1,0.0,2019-08-15
#1,1364863.5,2019-08-16
#9,0.0,2019-07-11
#13,0.0,2019-07-16
#14,16006.5,2019-07-29
#9,0.0,2019-07-19
#12,0.0,2019-07-04
#8,0.0,2019-07-10
#8,0.0,2019-08-03
#36,14887.0,2019-07-31
#16,9800.0,2019-12-02
#16,173580.84,2019-12-18
#5,0.0,2020-01-04
#8,81884.24,2019-12-13
#5,0.0,2019-12-11
#36,4492.7,2019-12-13
#11,0.0,2019-12-23
#11,0.0,2020-01-04
#6,0.0,2019-12-16
#6,0.0,2019-12-10
#4,0.0,2019-12-05
#3,-11483.12,2019-12-17
#3,0.0,2019-12-05
#3,30578.5,2019-12-02
#36,0.0,2019-12-20
#20,0.0,2019-12-19
#1,0.0,2019-08-17
#1,0.0,2019-08-19
#1,0.0,2019-08-20
#1,0.0,2019-08-21
#1,-57.45,2019-08-22
#12,0.0,2019-12-19
